Isolates,Prediction,Observation,Antibiotic
11657_6#18,S,S,TBM
11657_6#19,S,S,TBM
11657_6#1,S,S,TBM
11657_6#20,R,R,TBM
11657_6#21,S,S,TBM
11657_6#22,S,S,TBM
11657_6#23,S,S,TBM
11657_6#24,S,S,TBM
11657_6#2,S,S,TBM
11657_6#3,R,R,TBM
11657_6#4,S,S,TBM
11657_6#5,S,S,TBM
11657_6#6,S,S,TBM
11657_6#7,S,S,TBM
11657_6#8,S,S,TBM
11657_6#9,S,S,TBM
11657_7#10,S,S,TBM
11657_7#11,S,S,TBM
11657_7#12,R,R,TBM
11657_7#13,S,S,TBM
11657_7#14,S,S,TBM
11657_7#15,S,S,TBM
11657_7#16,S,S,TBM
11657_7#17,S,S,TBM
11657_7#18,S,S,TBM
11657_7#19,S,S,TBM
11657_7#1,S,S,TBM
11657_7#20,S,S,TBM
11657_7#21,R,R,TBM
11657_7#22,S,S,TBM
11657_7#23,R,R,TBM
11657_7#24,S,S,TBM
11657_7#2,S,S,TBM
11657_7#30,S,S,TBM
11657_7#3,S,S,TBM
11657_7#4,S,S,TBM
11657_7#5,S,S,TBM
11657_7#6,S,S,TBM
11657_7#7,S,S,TBM
11657_7#8,S,S,TBM
11657_7#9,S,S,TBM
11658_3#10,S,S,TBM
11658_3#11,S,S,TBM
11658_3#12,S,S,TBM
11658_3#13,R,R,TBM
11658_3#14,S,S,TBM
11658_3#1,S,S,TBM
11658_3#2,S,S,TBM
11658_3#3,S,S,TBM
11658_3#4,S,S,TBM
11658_3#5,S,S,TBM
11658_3#6,S,S,TBM
11658_3#7,S,S,TBM
11658_3#86,S,S,TBM
11658_3#8,S,S,TBM
11658_3#90,S,S,TBM
11658_3#91,S,S,TBM
11658_3#9,S,S,TBM
11658_4#10,S,S,TBM
11658_4#11,S,S,TBM
11658_4#12,S,S,TBM
11658_4#13,S,S,TBM
11658_4#14,S,S,TBM
11658_4#15,S,S,TBM
11658_4#16,S,S,TBM
11658_4#17,S,S,TBM
11658_4#18,R,R,TBM
11658_4#19,S,S,TBM
11658_4#1,S,S,TBM
11658_4#20,S,S,TBM
11658_4#21,S,S,TBM
11658_4#22,S,S,TBM
11658_4#23,S,S,TBM
11658_4#24,S,S,TBM
11658_4#25,S,S,TBM
11658_4#28,S,S,TBM
11658_4#2,S,S,TBM
11658_4#3,S,S,TBM
11658_4#4,S,S,TBM
11658_4#5,S,S,TBM
11658_4#6,S,S,TBM
11658_4#7,S,S,TBM
11658_4#8,S,S,TBM
11658_4#9,S,S,TBM
11658_5#10,S,S,TBM
11658_5#11,R,R,TBM
11658_5#12,S,S,TBM
11658_5#13,S,S,TBM
11658_5#14,S,S,TBM
11658_5#15,S,S,TBM
11658_5#16,S,S,TBM
11658_5#17,S,S,TBM
11658_5#18,R,S,TBM
11658_5#19,R,R,TBM
11658_5#1,S,S,TBM
11658_5#20,S,S,TBM
11658_5#21,S,S,TBM
11658_5#22,S,S,TBM
11658_5#23,S,S,TBM
11658_5#25,S,S,TBM
11658_5#26,R,R,TBM
11658_5#27,S,S,TBM
11658_5#28,R,R,TBM
11658_5#29,S,S,TBM
11658_5#2,R,R,TBM
11658_5#30,S,S,TBM
11658_5#31,S,S,TBM
11658_5#32,R,S,TBM
11658_5#33,S,S,TBM
11658_5#34,S,S,TBM
11658_5#35,S,S,TBM
11658_5#36,S,S,TBM
11658_5#37,S,S,TBM
11658_5#38,S,S,TBM
11658_5#3,S,S,TBM
11658_5#40,S,S,TBM
11658_5#41,S,S,TBM
11658_5#42,S,S,TBM
11658_5#43,S,S,TBM
11658_5#44,R,R,TBM
11658_5#45,S,S,TBM
11658_5#46,S,S,TBM
11658_5#47,S,S,TBM
11658_5#49,S,S,TBM
11658_5#4,S,S,TBM
11658_5#50,S,S,TBM
11658_5#51,S,S,TBM
11658_5#52,S,S,TBM
11658_5#53,S,S,TBM
11658_5#54,S,S,TBM
11658_5#55,S,S,TBM
11658_5#56,S,S,TBM
11658_5#57,S,S,TBM
11658_5#5,S,S,TBM
11658_5#6,S,S,TBM
11658_5#7,S,S,TBM
11658_5#8,S,S,TBM
11658_5#9,S,S,TBM
11658_6#10,R,R,TBM
11658_6#11,S,S,TBM
11658_6#12,S,S,TBM
11658_6#13,R,R,TBM
11658_6#14,S,S,TBM
11658_6#15,S,S,TBM
11658_6#16,S,S,TBM
11658_6#17,S,S,TBM
11658_6#18,S,S,TBM
11658_6#19,S,S,TBM
11658_6#1,S,S,TBM
11658_6#20,S,S,TBM
11658_6#21,S,S,TBM
11658_6#22,S,S,TBM
11658_6#23,S,S,TBM
11658_6#24,S,S,TBM
11658_6#25,S,S,TBM
11658_6#26,S,S,TBM
11658_6#27,S,S,TBM
11658_6#28,S,S,TBM
11658_6#29,S,S,TBM
11658_6#2,S,S,TBM
11658_6#30,S,S,TBM
11658_6#31,S,S,TBM
11658_6#32,S,S,TBM
11658_6#33,S,S,TBM
11658_6#34,S,S,TBM
11658_6#35,S,S,TBM
11658_6#36,S,S,TBM
11658_6#37,S,S,TBM
11658_6#38,S,S,TBM
11658_6#39,S,S,TBM
11658_6#3,S,S,TBM
11658_6#40,S,S,TBM
11658_6#41,S,S,TBM
11658_6#42,S,S,TBM
11658_6#44,S,S,TBM
11658_6#45,S,S,TBM
11658_6#47,S,S,TBM
11658_6#48,S,S,TBM
11658_6#49,S,S,TBM
11658_6#4,S,S,TBM
11658_6#50,S,S,TBM
11658_6#51,S,S,TBM
11658_6#52,S,S,TBM
11658_6#53,R,R,TBM
11658_6#54,S,S,TBM
11658_6#55,S,S,TBM
11658_6#56,S,S,TBM
11658_6#57,S,S,TBM
11658_6#5,S,S,TBM
11658_6#6,S,S,TBM
11658_6#7,S,S,TBM
11658_6#8,S,S,TBM
11658_6#9,S,S,TBM
11658_7#10,S,S,TBM
11658_7#11,S,S,TBM
11658_7#13,S,S,TBM
11658_7#14,S,S,TBM
11658_7#15,R,R,TBM
11658_7#16,S,S,TBM
11658_7#17,S,S,TBM
11658_7#18,S,S,TBM
11658_7#19,S,S,TBM
11658_7#1,S,S,TBM
11658_7#20,S,S,TBM
11658_7#21,S,S,TBM
11658_7#22,S,S,TBM
11658_7#23,R,R,TBM
11658_7#24,S,S,TBM
11658_7#25,S,S,TBM
11658_7#26,R,R,TBM
11658_7#27,S,S,TBM
11658_7#28,S,S,TBM
11658_7#29,S,S,TBM
11658_7#2,S,S,TBM
11658_7#30,R,R,TBM
11658_7#31,S,S,TBM
11658_7#32,S,S,TBM
11658_7#33,R,R,TBM
11658_7#34,S,S,TBM
11658_7#35,S,S,TBM
11658_7#36,S,S,TBM
11658_7#3,S,S,TBM
11658_7#40,S,S,TBM
11658_7#4,S,S,TBM
11658_7#5,S,S,TBM
11658_7#6,S,S,TBM
11658_7#7,S,S,TBM
11658_7#8,R,R,TBM
11658_7#9,S,S,TBM
11658_8#24,S,S,TBM
11658_8#25,S,S,TBM
11658_8#26,S,S,TBM
11658_8#27,S,S,TBM
11658_8#28,S,S,TBM
11658_8#29,S,S,TBM
11658_8#30,R,R,TBM
11658_8#31,S,S,TBM
11658_8#32,S,S,TBM
11658_8#33,S,S,TBM
11658_8#34,S,S,TBM
11658_8#35,S,S,TBM
11658_8#36,S,S,TBM
11658_8#37,S,S,TBM
11658_8#38,S,S,TBM
11658_8#39,S,S,TBM
11658_8#40,S,S,TBM
11658_8#41,S,S,TBM
11658_8#42,S,S,TBM
11658_8#43,S,S,TBM
11658_8#44,S,S,TBM
11658_8#45,S,S,TBM
11658_8#46,S,S,TBM
11658_8#47,S,S,TBM
11658_8#48,S,S,TBM
11658_8#49,S,S,TBM
11658_8#50,S,S,TBM
11658_8#51,S,S,TBM
11658_8#52,S,S,TBM
11658_8#53,S,S,TBM
11658_8#54,R,R,TBM
11658_8#55,R,R,TBM
11658_8#56,S,S,TBM
11658_8#57,S,S,TBM
11679_4#10,S,S,TBM
11679_4#11,S,S,TBM
11679_4#12,S,S,TBM
11679_4#13,S,S,TBM
11679_4#14,S,S,TBM
11679_4#15,S,S,TBM
11679_4#16,S,S,TBM
11679_4#1,S,S,TBM
11679_4#2,S,S,TBM
11679_4#3,S,S,TBM
11679_4#4,S,S,TBM
11679_4#5,S,S,TBM
11679_4#6,S,S,TBM
11679_4#7,S,S,TBM
11679_4#8,R,R,TBM
11679_4#9,S,S,TBM
11679_5#10,S,S,TBM
11679_5#11,S,S,TBM
11679_5#12,S,S,TBM
11679_5#13,S,S,TBM
11679_5#1,S,S,TBM
11679_5#2,S,S,TBM
11679_5#3,S,S,TBM
11679_5#4,R,R,TBM
11679_5#5,S,S,TBM
11679_5#6,S,S,TBM
11679_5#7,S,S,TBM
11679_5#8,S,S,TBM
11679_5#9,S,S,TBM
11679_6#10,S,S,TBM
11679_6#11,S,S,TBM
11679_6#12,S,S,TBM
11679_6#13,S,S,TBM
11679_6#14,R,R,TBM
11679_6#15,S,S,TBM
11679_6#1,S,S,TBM
11679_6#2,S,S,TBM
11679_6#3,S,S,TBM
11679_6#4,S,S,TBM
11679_6#5,S,S,TBM
11679_6#7,R,R,TBM
11679_6#8,R,R,TBM
11679_6#90,S,S,TBM
11679_6#9,S,S,TBM
11679_7#10,S,S,TBM
11679_7#11,S,S,TBM
11679_7#12,S,S,TBM
11679_7#13,S,S,TBM
11679_7#1,S,S,TBM
11679_7#20,S,S,TBM
11679_7#2,S,S,TBM
11679_7#4,S,S,TBM
11679_7#5,R,R,TBM
11679_7#6,S,S,TBM
11679_7#8,S,S,TBM
11679_7#9,S,S,TBM
11679_8#10,S,S,TBM
11679_8#11,S,S,TBM
11679_8#1,S,S,TBM
11679_8#2,S,S,TBM
11679_8#3,S,S,TBM
11679_8#4,S,S,TBM
11679_8#5,S,S,TBM
11679_8#6,R,R,TBM
11679_8#7,S,S,TBM
11679_8#8,S,S,TBM
11679_8#9,S,S,TBM
11791_3#1,S,S,TBM
11791_3#2,S,S,TBM
11791_3#3,S,S,TBM
11791_3#4,S,S,TBM
11791_3#5,S,S,TBM
11791_3#68,S,S,TBM
11791_3#69,S,S,TBM
11791_6#10,S,S,TBM
11791_6#11,S,S,TBM
11791_6#1,R,R,TBM
11791_6#2,S,S,TBM
11791_6#3,S,S,TBM
11791_6#4,S,S,TBM
11791_6#5,S,S,TBM
11791_6#6,S,S,TBM
11791_6#7,R,R,TBM
11791_6#9,S,S,TBM
11791_7#10,S,S,TBM
11791_7#11,S,S,TBM
11791_7#12,S,S,TBM
11791_7#13,S,S,TBM
11791_7#14,S,S,TBM
11791_7#15,S,S,TBM
11791_7#16,S,S,TBM
11791_7#17,S,S,TBM
11791_7#18,S,S,TBM
11791_7#19,S,S,TBM
11791_7#1,S,S,TBM
11791_7#20,S,S,TBM
11791_7#21,S,S,TBM
11791_7#22,S,S,TBM
11791_7#23,S,S,TBM
11791_7#24,S,S,TBM
11791_7#25,S,S,TBM
11791_7#26,S,S,TBM
11791_7#27,S,S,TBM
11791_7#28,S,S,TBM
11791_7#29,R,S,TBM
11791_7#2,R,R,TBM
11791_7#30,S,S,TBM
11791_7#32,S,S,TBM
11791_7#33,S,S,TBM
11791_7#34,S,S,TBM
11791_7#35,S,S,TBM
11791_7#36,S,S,TBM
11791_7#3,S,S,TBM
11791_7#4,S,S,TBM
11791_7#5,R,R,TBM
11791_7#6,R,R,TBM
11791_7#7,S,S,TBM
11791_7#9,S,S,TBM
18090_6#33,S,S,TBM
18090_6#34,R,R,TBM
18090_6#35,R,R,TBM
18090_6#36,R,R,TBM
18090_6#37,R,R,TBM
18090_6#38,S,S,TBM
18090_6#39,S,R,TBM
18090_6#40,S,S,TBM
18090_6#41,S,S,TBM
18090_6#42,S,S,TBM
18090_6#43,R,R,TBM
18090_6#44,R,R,TBM
18090_6#45,R,R,TBM
18090_6#46,R,R,TBM
18090_6#47,R,R,TBM
18090_6#48,S,S,TBM
18090_6#49,S,S,TBM
18090_6#50,R,R,TBM
18090_6#51,R,R,TBM
18090_6#52,R,R,TBM
18090_6#53,R,R,TBM
18090_6#54,R,R,TBM
18090_6#55,R,R,TBM
18090_6#56,R,R,TBM
18090_6#57,S,S,TBM
18090_6#58,R,R,TBM
18090_6#59,R,R,TBM
18090_6#60,S,S,TBM
18090_6#61,R,R,TBM
18090_6#62,R,R,TBM
18090_6#63,R,R,TBM
18090_6#80,R,R,TBM
18090_6#81,S,S,TBM
18090_6#82,R,R,TBM
18090_6#83,R,R,TBM
18090_6#84,R,R,TBM
18090_6#85,R,R,TBM
18090_6#86,R,R,TBM
18090_6#87,S,S,TBM
18090_6#88,R,R,TBM
18090_6#89,R,R,TBM
18090_6#90,S,R,TBM
18090_6#91,R,R,TBM
18090_6#92,R,R,TBM
18090_6#93,R,R,TBM
18090_6#94,R,R,TBM
18090_6#95,R,R,TBM
18090_7#10,R,R,TBM
18090_7#11,R,R,TBM
18090_7#12,R,R,TBM
18090_7#13,R,R,TBM
18090_7#14,R,R,TBM
18090_7#15,R,R,TBM
18090_7#16,R,R,TBM
18090_7#17,R,R,TBM
18090_7#18,S,S,TBM
18090_7#19,R,R,TBM
18090_7#1,R,R,TBM
18090_7#20,R,R,TBM
18090_7#21,R,R,TBM
18090_7#22,R,R,TBM
18090_7#23,R,R,TBM
18090_7#24,R,R,TBM
18090_7#25,R,R,TBM
18090_7#26,R,R,TBM
18090_7#27,S,S,TBM
18090_7#28,R,R,TBM
18090_7#29,S,S,TBM
18090_7#2,S,S,TBM
18090_7#30,S,S,TBM
18090_7#31,R,R,TBM
18090_7#32,R,S,TBM
18090_7#33,R,R,TBM
18090_7#34,R,R,TBM
18090_7#35,S,S,TBM
18090_7#36,R,R,TBM
18090_7#37,R,R,TBM
18090_7#38,R,R,TBM
18090_7#39,R,R,TBM
18090_7#3,R,R,TBM
18090_7#40,R,R,TBM
18090_7#41,S,S,TBM
18090_7#43,R,R,TBM
18090_7#44,R,R,TBM
18090_7#45,R,R,TBM
18090_7#46,R,R,TBM
18090_7#47,R,R,TBM
18090_7#48,S,S,TBM
18090_7#49,S,S,TBM
18090_7#4,R,R,TBM
18090_7#50,R,R,TBM
18090_7#51,R,R,TBM
18090_7#52,R,R,TBM
18090_7#53,R,R,TBM
18090_7#54,R,R,TBM
18090_7#55,R,R,TBM
18090_7#56,R,R,TBM
18090_7#57,S,S,TBM
18090_7#58,R,R,TBM
18090_7#59,R,R,TBM
18090_7#5,R,R,TBM
18090_7#60,R,R,TBM
18090_7#62,S,S,TBM
18090_7#63,R,R,TBM
18090_7#64,S,S,TBM
18090_7#65,R,R,TBM
18090_7#66,S,S,TBM
18090_7#67,R,R,TBM
18090_7#68,R,R,TBM
18090_7#69,R,R,TBM
18090_7#6,R,R,TBM
18090_7#70,S,S,TBM
18090_7#71,S,S,TBM
18090_7#72,R,R,TBM
18090_7#73,R,R,TBM
18090_7#74,S,S,TBM
18090_7#75,S,S,TBM
18090_7#76,S,S,TBM
18090_7#77,S,S,TBM
18090_7#78,R,R,TBM
18090_7#79,S,S,TBM
18090_7#7,S,S,TBM
18090_7#80,R,R,TBM
18090_7#81,S,S,TBM
18090_7#82,S,S,TBM
18090_7#83,S,S,TBM
18090_7#84,S,S,TBM
18090_7#85,R,R,TBM
18090_7#86,S,S,TBM
18090_7#87,R,R,TBM
18090_7#88,R,R,TBM
18090_7#89,R,R,TBM
18090_7#8,R,R,TBM
18090_7#90,R,R,TBM
18090_7#91,S,S,TBM
18090_7#92,R,R,TBM
18090_7#93,S,S,TBM
18090_7#94,R,R,TBM
18090_7#9,R,R,TBM
18090_8#10,R,R,TBM
18090_8#11,R,R,TBM
18090_8#12,R,R,TBM
18090_8#13,R,R,TBM
18090_8#14,R,R,TBM
18090_8#15,R,R,TBM
18090_8#16,S,S,TBM
18090_8#17,R,R,TBM
18090_8#18,R,R,TBM
18090_8#19,R,R,TBM
18090_8#1,R,R,TBM
18090_8#20,R,R,TBM
18090_8#21,R,R,TBM
18090_8#22,R,R,TBM
18090_8#23,R,R,TBM
18090_8#24,R,R,TBM
18090_8#25,R,R,TBM
18090_8#26,S,R,TBM
18090_8#27,R,R,TBM
18090_8#28,R,R,TBM
18090_8#29,R,R,TBM
18090_8#2,S,S,TBM
18090_8#30,R,R,TBM
18090_8#31,R,R,TBM
18090_8#33,R,R,TBM
18090_8#3,R,R,TBM
18090_8#46,S,S,TBM
18090_8#4,R,R,TBM
18090_8#5,S,S,TBM
18090_8#6,S,S,TBM
18090_8#7,R,R,TBM
18090_8#84,S,S,TBM
18090_8#8,R,R,TBM
24742_1#11,S,S,TBM
24742_1#12,S,S,TBM
24742_1#134,S,S,TBM
24742_1#13,S,S,TBM
24742_1#140,R,R,TBM
24742_1#145,S,S,TBM
24742_1#148,S,S,TBM
24742_1#14,S,S,TBM
24742_1#156,R,R,TBM
24742_1#157,R,R,TBM
24742_1#159,S,S,TBM
24742_1#15,S,S,TBM
24742_1#164,S,S,TBM
24742_1#165,S,R,TBM
24742_1#166,S,S,TBM
24742_1#168,R,R,TBM
24742_1#16,S,S,TBM
24742_1#170,S,S,TBM
24742_1#171,S,S,TBM
24742_1#172,S,S,TBM
24742_1#173,S,S,TBM
24742_1#174,S,S,TBM
24742_1#175,S,S,TBM
24742_1#176,S,S,TBM
24742_1#177,S,S,TBM
24742_1#178,S,S,TBM
24742_1#179,S,S,TBM
24742_1#17,S,S,TBM
24742_1#180,S,S,TBM
24742_1#181,S,S,TBM
24742_1#182,S,S,TBM
24742_1#183,S,S,TBM
24742_1#184,S,S,TBM
24742_1#185,S,S,TBM
24742_1#186,S,S,TBM
24742_1#187,S,S,TBM
24742_1#188,S,S,TBM
24742_1#189,S,S,TBM
24742_1#18,S,S,TBM
24742_1#190,S,S,TBM
24742_1#191,S,S,TBM
24742_1#192,S,S,TBM
24742_1#193,S,S,TBM
24742_1#194,S,S,TBM
24742_1#195,S,S,TBM
24742_1#196,S,S,TBM
24742_1#197,S,S,TBM
24742_1#198,S,S,TBM
24742_1#199,S,S,TBM
24742_1#19,S,S,TBM
24742_1#1,R,R,TBM
24742_1#200,S,S,TBM
24742_1#201,S,S,TBM
24742_1#205,R,R,TBM
24742_1#207,R,R,TBM
24742_1#208,S,S,TBM
24742_1#209,R,R,TBM
24742_1#20,S,S,TBM
24742_1#210,R,R,TBM
24742_1#211,R,R,TBM
24742_1#212,S,R,TBM
24742_1#213,S,S,TBM
24742_1#214,R,R,TBM
24742_1#215,R,R,TBM
24742_1#216,R,R,TBM
24742_1#217,R,R,TBM
24742_1#218,S,S,TBM
24742_1#219,R,R,TBM
24742_1#21,R,R,TBM
24742_1#220,R,R,TBM
24742_1#221,R,R,TBM
24742_1#222,R,R,TBM
24742_1#223,R,R,TBM
24742_1#224,R,R,TBM
24742_1#225,R,R,TBM
24742_1#226,R,R,TBM
24742_1#227,S,S,TBM
24742_1#228,R,R,TBM
24742_1#229,R,R,TBM
24742_1#230,S,S,TBM
24742_1#231,S,S,TBM
24742_1#232,R,R,TBM
24742_1#233,R,R,TBM
24742_1#234,R,R,TBM
24742_1#235,R,R,TBM
24742_1#236,R,R,TBM
24742_1#237,R,R,TBM
24742_1#238,R,R,TBM
24742_1#239,R,R,TBM
24742_1#240,R,R,TBM
24742_1#241,S,S,TBM
24742_1#242,R,R,TBM
24742_1#243,S,S,TBM
24742_1#244,S,S,TBM
24742_1#245,S,S,TBM
24742_1#246,S,S,TBM
24742_1#248,S,S,TBM
24742_1#249,R,R,TBM
24742_1#251,S,S,TBM
24742_1#252,S,S,TBM
24742_1#253,S,S,TBM
24742_1#255,S,S,TBM
24742_1#256,S,S,TBM
24742_1#258,S,S,TBM
24742_1#259,S,S,TBM
24742_1#260,S,S,TBM
24742_1#261,S,S,TBM
24742_1#262,S,S,TBM
24742_1#263,S,S,TBM
24742_1#264,S,S,TBM
24742_1#265,R,R,TBM
24742_1#266,S,S,TBM
24742_1#268,R,R,TBM
24742_1#269,R,R,TBM
24742_1#270,S,R,TBM
24742_1#271,R,R,TBM
24742_1#272,R,R,TBM
24742_1#273,R,R,TBM
24742_1#274,R,R,TBM
24742_1#275,R,R,TBM
24742_1#276,R,R,TBM
24742_1#277,S,S,TBM
24742_1#278,S,S,TBM
24742_1#279,S,S,TBM
24742_1#280,S,S,TBM
24742_1#281,S,S,TBM
24742_1#282,S,S,TBM
24742_1#283,S,S,TBM
24742_1#285,S,S,TBM
24742_1#286,S,S,TBM
24742_1#287,R,R,TBM
24742_1#288,R,R,TBM
24742_1#289,S,S,TBM
24742_1#290,R,R,TBM
24742_1#291,S,S,TBM
24742_1#292,R,R,TBM
24742_1#294,S,S,TBM
24742_1#2,R,R,TBM
24742_1#300,S,R,TBM
24742_1#301,R,R,TBM
24742_1#302,R,R,TBM
24742_1#303,R,R,TBM
24742_1#304,R,R,TBM
24742_1#320,S,S,TBM
24742_1#322,S,S,TBM
24742_1#327,R,R,TBM
24742_1#328,R,R,TBM
24742_1#332,R,R,TBM
24742_1#333,S,S,TBM
24742_1#334,S,S,TBM
24742_1#335,R,R,TBM
24742_1#336,R,R,TBM
24742_1#339,R,R,TBM
24742_1#341,S,S,TBM
24742_1#342,S,S,TBM
24742_1#343,R,R,TBM
24742_1#345,R,R,TBM
24742_1#347,S,S,TBM
24742_1#348,S,S,TBM
24742_1#350,S,S,TBM
24742_1#352,S,S,TBM
24742_1#353,S,S,TBM
24742_1#354,R,R,TBM
24742_1#355,S,S,TBM
24742_1#356,R,R,TBM
24742_1#357,S,S,TBM
24742_1#358,R,R,TBM
24742_1#360,R,R,TBM
24742_1#361,S,S,TBM
24742_1#362,R,R,TBM
24742_1#363,R,R,TBM
24742_1#364,S,S,TBM
24742_1#365,S,S,TBM
24742_1#366,S,S,TBM
24742_1#367,S,S,TBM
24742_1#368,S,S,TBM
24742_1#369,S,S,TBM
24742_1#370,S,S,TBM
24742_1#372,S,S,TBM
24742_1#373,S,S,TBM
24742_1#374,S,S,TBM
24742_1#375,S,S,TBM
24742_1#376,S,S,TBM
24742_1#377,S,S,TBM
24742_1#378,S,S,TBM
24742_1#379,S,S,TBM
24742_1#381,S,S,TBM
24742_1#382,R,R,TBM
24742_1#3,R,R,TBM
24742_1#4,S,S,TBM
24742_1#57,R,R,TBM
24742_1#58,R,R,TBM
24742_1#5,S,S,TBM
24742_1#6,S,S,TBM
24742_1#7,R,R,TBM
24742_1#8,S,S,TBM
24742_1#9,S,S,TBM
11657_5#10,S,S,TMP
11657_5#11,R,R,TMP
11657_5#12,S,S,TMP
11657_5#13,S,S,TMP
11657_5#14,R,R,TMP
11657_5#15,S,S,TMP
11657_5#16,R,R,TMP
11657_5#17,S,S,TMP
11657_5#18,S,S,TMP
11657_5#19,S,S,TMP
11657_5#1,R,R,TMP
11657_5#20,S,S,TMP
11657_5#21,S,S,TMP
11657_5#22,S,S,TMP
11657_5#23,S,S,TMP
11657_5#24,R,R,TMP
11657_5#28,S,S,TMP
11657_5#2,R,R,TMP
11657_5#3,R,R,TMP
11657_5#4,S,S,TMP
11657_5#5,R,R,TMP
11657_5#6,R,R,TMP
11657_5#7,S,S,TMP
11657_5#8,S,S,TMP
11657_5#9,S,S,TMP
11657_6#10,S,S,TMP
11657_6#11,R,R,TMP
11657_6#12,R,R,TMP
11657_6#13,S,S,TMP
11657_6#14,R,R,TMP
11657_6#15,S,S,TMP
11657_6#16,S,S,TMP
11657_6#17,S,S,TMP
11657_6#18,S,S,TMP
11657_6#19,S,S,TMP
11657_6#1,R,R,TMP
11657_6#20,R,R,TMP
11657_6#21,S,S,TMP
11657_6#22,S,S,TMP
11657_6#23,R,R,TMP
11657_6#24,S,S,TMP
11657_6#2,S,S,TMP
11657_6#3,S,S,TMP
11657_6#4,R,R,TMP
11657_6#5,S,S,TMP
11657_6#6,S,S,TMP
11657_6#7,S,S,TMP
11657_6#8,S,S,TMP
11657_6#9,S,S,TMP
11657_7#10,S,S,TMP
11657_7#11,S,S,TMP
11657_7#12,R,R,TMP
11657_7#13,S,S,TMP
11657_7#14,S,S,TMP
11657_7#15,S,S,TMP
11657_7#16,S,S,TMP
11657_7#17,S,S,TMP
11657_7#18,S,S,TMP
11657_7#19,S,S,TMP
11657_7#1,S,S,TMP
11657_7#20,S,S,TMP
11657_7#21,R,R,TMP
11657_7#22,R,R,TMP
11657_7#23,R,R,TMP
11657_7#24,S,S,TMP
11657_7#2,S,S,TMP
11657_7#30,S,S,TMP
11657_7#3,S,S,TMP
11657_7#4,S,S,TMP
11657_7#5,R,R,TMP
11657_7#6,S,S,TMP
11657_7#7,R,R,TMP
11657_7#8,S,S,TMP
11657_7#9,S,S,TMP
11658_3#10,S,S,TMP
11658_3#11,S,S,TMP
11658_3#12,S,S,TMP
11658_3#13,R,R,TMP
11658_3#14,S,S,TMP
11658_3#1,S,S,TMP
11658_3#2,R,R,TMP
11658_3#3,R,R,TMP
11658_3#4,S,S,TMP
11658_3#5,R,R,TMP
11658_3#6,S,S,TMP
11658_3#7,S,S,TMP
11658_3#86,S,S,TMP
11658_3#8,S,S,TMP
11658_3#90,R,R,TMP
11658_3#91,R,R,TMP
11658_3#9,R,R,TMP
11658_4#10,S,S,TMP
11658_4#11,R,R,TMP
11658_4#12,R,R,TMP
11658_4#13,R,R,TMP
11658_4#14,S,S,TMP
11658_4#15,S,S,TMP
11658_4#16,R,R,TMP
11658_4#17,S,S,TMP
11658_4#18,R,R,TMP
11658_4#19,S,S,TMP
11658_4#1,S,S,TMP
11658_4#20,S,S,TMP
11658_4#21,R,R,TMP
11658_4#22,S,S,TMP
11658_4#23,R,S,TMP
11658_4#24,S,S,TMP
11658_4#25,S,S,TMP
11658_4#28,R,R,TMP
11658_4#2,S,S,TMP
11658_4#3,R,R,TMP
11658_4#4,S,S,TMP
11658_4#5,S,S,TMP
11658_4#6,S,S,TMP
11658_4#7,S,S,TMP
11658_4#8,S,S,TMP
11658_4#9,S,S,TMP
11658_5#10,R,R,TMP
11658_5#11,R,R,TMP
11658_5#12,S,S,TMP
11658_5#13,S,S,TMP
11658_5#14,S,S,TMP
11658_5#15,S,S,TMP
11658_5#16,R,R,TMP
11658_5#17,S,S,TMP
11658_5#18,S,S,TMP
11658_5#19,R,R,TMP
11658_5#1,R,R,TMP
11658_5#20,S,S,TMP
11658_5#21,S,S,TMP
11658_5#22,R,R,TMP
11658_5#23,S,S,TMP
11658_5#25,S,S,TMP
11658_5#26,R,R,TMP
11658_5#27,S,S,TMP
11658_5#28,R,R,TMP
11658_5#29,S,S,TMP
11658_5#2,R,R,TMP
11658_5#30,S,S,TMP
11658_5#31,S,S,TMP
11658_5#32,R,S,TMP
11658_5#33,S,S,TMP
11658_5#34,R,R,TMP
11658_5#35,S,S,TMP
11658_5#36,S,S,TMP
11658_5#37,S,S,TMP
11658_5#38,R,R,TMP
11658_5#3,R,R,TMP
11658_5#40,S,S,TMP
11658_5#41,R,R,TMP
11658_5#42,S,S,TMP
11658_5#43,S,S,TMP
11658_5#44,S,S,TMP
11658_5#45,R,R,TMP
11658_5#46,S,S,TMP
11658_5#47,S,S,TMP
11658_5#49,S,S,TMP
11658_5#4,R,R,TMP
11658_5#50,R,R,TMP
11658_5#51,S,S,TMP
11658_5#52,S,S,TMP
11658_5#53,S,S,TMP
11658_5#54,S,S,TMP
11658_5#55,S,S,TMP
11658_5#56,S,S,TMP
11658_5#57,S,S,TMP
11658_5#5,R,R,TMP
11658_5#6,S,S,TMP
11658_5#7,S,S,TMP
11658_5#8,S,S,TMP
11658_5#9,S,S,TMP
11658_6#10,R,R,TMP
11658_6#11,R,R,TMP
11658_6#12,S,S,TMP
11658_6#13,R,R,TMP
11658_6#14,R,R,TMP
11658_6#15,R,R,TMP
11658_6#16,R,R,TMP
11658_6#17,R,R,TMP
11658_6#18,S,S,TMP
11658_6#19,S,S,TMP
